date,darshans,weekend,summer,temp_max,temp_min,humidity,rainfall,google_trend_score,is_public_holiday,is_festival,is_brahmostavam,rolling_avg_7,lag_1,month_sin,month_cos
2022-09-24,77855,1,0,35.9,26.2,50,0.5,22,0,0,0,73848.57142857143,65158.0,-1.0,-1.8369701987210297e-16
2022-09-25,69650,1,0,36.0,25.1,58,1.2,19,0,0,0,73200.42857142857,77855.0,-1.0,-1.8369701987210297e-16
2022-09-26,52682,0,0,32.2,23.9,75,21.5,24,0,1,0,70447.0,69650.0,-1.0,-1.8369701987210297e-16
2022-09-27,51308,0,0,34.1,24.5,70,0.9,20,0,1,1,68362.14285714286,52682.0,-1.0,-1.8369701987210297e-16
2022-09-28,64823,0,0,32.8,24.5,79,13.5,15,0,1,1,65236.71428571428,51308.0,-1.0,-1.8369701987210297e-16
2022-09-29,61879,0,0,32.7,23.9,76,12.9,19,0,1,1,63809.0,64823.0,-1.0,-1.8369701987210297e-16
2022-09-30,75382,0,0,30.3,24.2,78,2.1,15,0,1,1,63336.42857142857,61879.0,-1.0,-1.8369701987210297e-16
2022-10-01,81318,1,0,29.8,23.7,79,8.4,18,0,1,1,64797.0,75382.0,-0.8660254037844386,0.5000000000000001
2022-10-02,82463,1,0,31.7,25.4,72,0.0,19,1,1,1,65291.71428571428,81318.0,-0.8660254037844386,0.5000000000000001
2022-10-03,82815,0,0,32.7,24.7,68,0.0,18,0,1,1,67122.14285714286,82463.0,-0.8660254037844386,0.5000000000000001
2022-10-04,68539,0,0,33.2,24.1,68,0.0,16,0,1,1,71426.85714285714,82815.0,-0.8660254037844386,0.5000000000000001
2022-10-05,63579,0,0,31.2,24.4,78,4.8,19,1,1,1,73888.42857142857,68539.0,-0.8660254037844386,0.5000000000000001
2022-10-06,72195,0,0,30.2,23.5,82,11.8,19,0,0,0,73710.71428571429,63579.0,-0.8660254037844386,0.5000000000000001
2022-10-07,70007,0,0,30.2,23.0,83,4.2,23,0,0,0,75184.42857142857,72195.0,-0.8660254037844386,0.5000000000000001
2022-10-08,81034,1,0,30.4,23.6,86,4.7,25,0,0,0,74416.57142857143,70007.0,-0.8660254037844386,0.5000000000000001
2022-10-09,86188,1,0,29.1,23.4,89,3.8,22,1,0,0,74376.0,81034.0,-0.8660254037844386,0.5000000000000001
2022-10-10,83223,0,0,29.6,22.8,88,11.1,21,0,0,0,74908.14285714286,86188.0,-0.8660254037844386,0.5000000000000001
2022-10-11,77956,0,0,29.9,23.4,85,4.1,21,0,0,0,74966.42857142857,83223.0,-0.8660254037844386,0.5000000000000001
2022-10-12,79370,0,0,30.5,23.0,85,6.0,20,0,0,0,76311.71428571429,77956.0,-0.8660254037844386,0.5000000000000001
2022-10-13,72216,0,0,30.1,23.2,85,7.5,23,0,0,0,78567.57142857143,79370.0,-0.8660254037844386,0.5000000000000001
2022-10-14,68675,0,0,30.3,22.7,87,3.7,19,0,0,0,78570.57142857143,72216.0,-0.8660254037844386,0.5000000000000001
2022-10-15,81535,1,0,29.3,22.7,88,20.6,22,0,0,0,78380.28571428571,68675.0,-0.8660254037844386,0.5000000000000001
2022-10-16,84794,1,0,30.0,23.3,87,10.1,19,0,0,0,78451.85714285714,81535.0,-0.8660254037844386,0.5000000000000001
2022-10-17,70067,0,0,29.8,23.1,85,2.7,20,0,0,0,78252.71428571429,84794.0,-0.8660254037844386,0.5000000000000001
2022-10-18,73420,0,0,31.1,22.6,83,10.1,19,0,0,0,76373.28571428571,70067.0,-0.8660254037844386,0.5000000000000001
2022-10-19,72243,0,0,30.9,23.3,82,2.1,21,0,0,0,75725.28571428571,73420.0,-0.8660254037844386,0.5000000000000001
2022-10-20,62725,0,0,30.6,23.0,82,1.6,25,0,0,0,74707.14285714286,72243.0,-0.8660254037844386,0.5000000000000001
2022-10-21,62203,0,0,29.5,23.3,84,4.6,29,0,0,0,73351.28571428571,62725.0,-0.8660254037844386,0.5000000000000001
2022-10-22,78299,1,0,29.8,22.7,81,2.0,23,0,0,0,72426.71428571429,62203.0,-0.8660254037844386,0.5000000000000001
2022-10-23,80565,1,0,32.0,21.2,65,0.0,18,0,0,0,71964.42857142857,78299.0,-0.8660254037844386,0.5000000000000001
2022-10-24,69278,0,0,31.7,19.2,53,0.0,18,1,1,0,71360.28571428571,80565.0,-0.8660254037844386,0.5000000000000001
2022-10-26,71689,0,0,31.4,19.2,56,0.0,31,0,0,0,71247.57142857143,69278.0,-0.8660254037844386,0.5000000000000001
2022-10-27,67439,0,0,31.2,18.5,65,0.3,23,0,0,0,71000.28571428571,71689.0,-0.8660254037844386,0.5000000000000001
2022-10-28,63512,0,0,30.4,22.9,77,2.5,34,0,0,0,70314.0,67439.0,-0.8660254037844386,0.5000000000000001
2022-10-29,84878,1,0,30.0,22.0,80,2.1,29,0,0,0,70426.42857142857,63512.0,-0.8660254037844386,0.5000000000000001
2022-10-30,85131,1,0,30.7,22.3,73,0.9,26,0,0,0,73665.71428571429,84878.0,-0.8660254037844386,0.5000000000000001
2022-10-31,70560,0,0,29.8,22.9,76,2.4,32,0,0,0,74641.71428571429,85131.0,-0.8660254037844386,0.5000000000000001
2022-11-01,72176,0,0,23.7,22.4,93,53.3,26,0,0,0,73212.42857142857,70560.0,-0.5000000000000004,0.8660254037844384
2022-11-02,68995,0,0,25.5,21.9,91,6.4,26,0,0,0,73626.42857142857,72176.0,-0.5000000000000004,0.8660254037844384
2022-11-03,70263,0,0,27.7,22.4,89,0.9,23,0,0,0,73241.57142857143,68995.0,-0.5000000000000004,0.8660254037844384
2022-11-04,63670,0,0,28.8,22.0,86,2.2,24,0,0,0,73645.0,70263.0,-0.5000000000000004,0.8660254037844384
2022-11-05,82604,1,0,29.2,21.8,84,1.8,25,0,0,0,73667.57142857143,63670.0,-0.5000000000000004,0.8660254037844384
2022-11-06,84211,1,0,29.4,22.0,79,0.4,22,0,0,0,73342.71428571429,82604.0,-0.5000000000000004,0.8660254037844384
2022-11-07,74094,0,0,29.6,20.7,76,0.0,28,0,0,0,73211.28571428571,84211.0,-0.5000000000000004,0.8660254037844384
2022-11-09,66946,0,0,29.9,20.1,77,0.0,26,0,0,0,73716.14285714286,74094.0,-0.5000000000000004,0.8660254037844384
2022-11-10,61304,0,0,28.5,21.7,83,2.7,16,0,0,0,72969.0,66946.0,-0.5000000000000004,0.8660254037844384
2022-11-11,57104,0,0,25.4,23.2,88,17.8,40,0,0,0,71870.28571428571,61304.0,-0.5000000000000004,0.8660254037844384
2022-11-12,73323,1,0,24.8,22.4,93,23.9,21,0,0,0,69990.42857142857,57104.0,-0.5000000000000004,0.8660254037844384
2022-11-13,81130,1,0,25.9,22.0,92,6.3,16,0,0,0,71369.42857142857,73323.0,-0.5000000000000004,0.8660254037844384
2022-11-14,69814,0,0,27.5,21.8,89,4.4,17,0,0,0,71158.85714285714,81130.0,-0.5000000000000004,0.8660254037844384
2022-11-15,71461,0,0,28.2,21.1,86,0.5,16,0,0,0,69102.14285714286,69814.0,-0.5000000000000004,0.8660254037844384
2022-11-16,74412,0,0,29.1,19.2,82,0.0,23,0,0,0,68726.0,71461.0,-0.5000000000000004,0.8660254037844384
2022-11-17,65062,0,0,28.9,17.3,70,0.0,17,0,0,0,69792.57142857143,74412.0,-0.5000000000000004,0.8660254037844384
2022-11-18,60861,0,0,28.4,16.2,70,0.0,14,0,0,0,70329.42857142857,65062.0,-0.5000000000000004,0.8660254037844384
2022-11-19,79471,1,0,28.2,17.8,73,0.0,17,0,0,0,70866.14285714286,60861.0,-0.5000000000000004,0.8660254037844384
2022-11-20,80294,1,0,27.7,18.0,67,0.0,14,0,0,0,71744.42857142857,79471.0,-0.5000000000000004,0.8660254037844384
2022-11-21,70163,0,0,24.8,19.9,81,17.0,17,0,0,0,71625.0,80294.0,-0.5000000000000004,0.8660254037844384
2022-11-22,69587,0,0,24.5,21.2,86,42.8,13,0,0,0,71674.85714285714,70163.0,-0.5000000000000004,0.8660254037844384
2022-11-23,74354,0,0,26.3,22.8,92,18.3,14,0,0,0,71407.14285714286,69587.0,-0.5000000000000004,0.8660254037844384
2022-11-24,66072,0,0,27.6,22.3,90,10.9,15,0,0,0,71398.85714285714,74354.0,-0.5000000000000004,0.8660254037844384
2022-11-25,60157,0,0,28.8,21.6,87,1.0,14,0,0,0,71543.14285714286,66072.0,-0.5000000000000004,0.8660254037844384
2022-11-26,76681,1,0,28.8,20.8,89,0.8,15,0,0,0,71442.57142857143,60157.0,-0.5000000000000004,0.8660254037844384
2022-11-27,73831,1,0,29.2,21.5,86,1.1,15,0,0,0,71044.0,76681.0,-0.5000000000000004,0.8660254037844384
2022-11-28,67468,0,0,29.0,21.0,82,0.0,17,0,0,0,70120.71428571429,73831.0,-0.5000000000000004,0.8660254037844384
2022-11-29,69211,0,0,28.5,19.5,77,0.0,17,0,0,0,69735.71428571429,67468.0,-0.5000000000000004,0.8660254037844384
2022-11-30,69640,0,0,27.6,17.9,82,0.0,13,0,0,0,69682.0,69211.0,-0.5000000000000004,0.8660254037844384
2022-12-01,65568,0,0,28.2,20.7,86,2.5,15,0,0,0,69008.57142857143,69640.0,-2.4492935982947064e-16,1.0
2022-12-02,64586,0,0,28.3,21.9,86,1.7,12,0,0,0,68936.57142857143,65568.0,-2.4492935982947064e-16,1.0
2022-12-03,63931,1,0,28.2,22.3,86,2.8,14,0,0,0,69569.28571428571,64586.0,-2.4492935982947064e-16,1.0
2022-12-04,80001,1,0,29.4,22.9,82,1.2,14,0,0,0,67747.85714285714,63931.0,-2.4492935982947064e-16,1.0
2022-12-05,66020,0,0,29.0,21.6,83,0.6,14,0,0,0,68629.28571428571,80001.0,-2.4492935982947064e-16,1.0
2022-12-06,64162,0,0,29.1,20.2,81,0.1,16,0,0,0,68422.42857142857,66020.0,-2.4492935982947064e-16,1.0
2022-12-07,51376,0,0,28.5,19.8,71,0.0,13,0,0,0,67701.14285714286,64162.0,-2.4492935982947064e-16,1.0
2022-12-08,54609,0,0,26.3,18.9,68,1.5,14,0,0,0,65092.0,51376.0,-2.4492935982947064e-16,1.0
2022-12-09,57581,0,0,23.1,18.7,82,44.5,14,0,0,0,63526.42857142857,54609.0,-2.4492935982947064e-16,1.0
2022-12-10,69383,1,0,24.6,21.8,91,46.9,12,0,0,0,62525.71428571428,57581.0,-2.4492935982947064e-16,1.0
2022-12-11,72466,1,0,24.8,21.3,92,13.0,16,0,0,0,63304.57142857143,69383.0,-2.4492935982947064e-16,1.0
2022-12-12,65466,0,0,25.3,21.3,92,61.6,24,0,0,0,62228.142857142855,72466.0,-2.4492935982947064e-16,1.0
2022-12-13,63214,0,0,27.9,21.9,88,3.2,20,0,0,0,62149.0,65466.0,-2.4492935982947064e-16,1.0
2022-12-14,59752,0,0,28.2,21.2,88,3.2,14,0,0,0,62013.57142857143,63214.0,-2.4492935982947064e-16,1.0
2022-12-15,63549,0,0,27.1,19.4,85,0.0,13,0,0,0,63210.142857142855,59752.0,-2.4492935982947064e-16,1.0
2022-12-16,48928,0,0,28.4,17.6,72,0.0,17,0,0,0,64487.28571428572,63549.0,-2.4492935982947064e-16,1.0
2022-12-17,64107,1,0,28.2,18.9,80,0.0,16,0,0,0,63251.142857142855,48928.0,-2.4492935982947064e-16,1.0
2022-12-18,75611,1,0,26.4,20.5,88,2.8,14,0,0,0,62497.42857142857,64107.0,-2.4492935982947064e-16,1.0
2022-12-19,63759,0,0,27.1,19.0,79,0.0,18,0,0,0,62946.71428571428,75611.0,-2.4492935982947064e-16,1.0
2022-12-20,63366,0,0,27.3,18.6,80,0.0,19,0,0,0,62702.857142857145,63759.0,-2.4492935982947064e-16,1.0
2022-12-21,68469,0,0,26.7,19.5,83,0.0,19,0,0,0,62724.57142857143,63366.0,-2.4492935982947064e-16,1.0
2022-12-22,63145,0,0,27.7,17.7,80,0.0,20,0,0,0,63969.857142857145,68469.0,-2.4492935982947064e-16,1.0
2022-12-23,62055,0,0,27.5,18.2,76,0.0,21,0,0,0,63912.142857142855,63145.0,-2.4492935982947064e-16,1.0
2022-12-24,71528,1,0,26.8,18.0,82,0.7,36,0,0,0,65787.42857142857,62055.0,-2.4492935982947064e-16,1.0
2022-12-25,70373,1,0,24.4,22.1,93,6.7,20,1,0,0,66847.57142857143,71528.0,-2.4492935982947064e-16,1.0
2022-12-26,62152,0,0,27.2,21.8,90,3.1,21,0,0,0,66099.28571428571,70373.0,-2.4492935982947064e-16,1.0
2022-12-27,70496,0,0,28.5,21.8,87,2.4,20,0,0,0,65869.71428571429,62152.0,-2.4492935982947064e-16,1.0
2022-12-28,71299,0,0,29.0,20.1,84,0.5,22,0,0,0,66888.28571428571,70496.0,-2.4492935982947064e-16,1.0
2022-12-29,67156,0,0,29.6,20.1,78,0.0,20,0,0,0,67292.57142857143,71299.0,-2.4492935982947064e-16,1.0
2022-12-30,63253,0,0,29.8,20.7,79,0.0,20,0,0,0,67865.57142857143,67156.0,-2.4492935982947064e-16,1.0
2022-12-31,78460,1,0,29.4,18.6,76,0.0,17,0,0,0,68036.71428571429,63253.0,-2.4492935982947064e-16,1.0
2023-01-01,53101,1,0,29.0,18.2,76,0.0,19,0,0,0,69027.0,78460.0,0.49999999999999994,0.8660254037844387
2023-01-02,69414,0,0,28.9,18.7,79,0.0,25,0,0,0,66559.57142857143,53101.0,0.49999999999999994,0.8660254037844387
2023-01-03,71924,0,0,27.3,17.8,83,0.8,18,0,0,0,67597.0,69414.0,0.49999999999999994,0.8660254037844387
2023-01-04,61116,0,0,27.3,19.2,82,1.2,21,0,0,0,67801.0,71924.0,0.49999999999999994,0.8660254037844387
2023-01-05,47781,0,0,28.0,19.9,79,0.4,17,0,0,0,66346.28571428571,61116.0,0.49999999999999994,0.8660254037844387
2023-01-06,45887,0,0,27.6,20.3,80,0.3,20,0,0,0,63578.42857142857,47781.0,0.49999999999999994,0.8660254037844387
2023-01-07,62856,1,0,26.6,19.4,84,1.4,19,0,0,0,61097.57142857143,45887.0,0.49999999999999994,0.8660254037844387
2023-01-08,67169,1,0,27.4,18.2,77,0.0,21,0,0,0,58868.42857142857,62856.0,0.49999999999999994,0.8660254037844387
2023-01-09,56003,0,0,26.7,15.5,76,0.0,56,0,0,0,60878.142857142855,67169.0,0.49999999999999994,0.8660254037844387
2023-01-10,58184,0,0,26.6,15.5,75,0.0,29,0,0,0,58962.28571428572,56003.0,0.49999999999999994,0.8660254037844387
2023-01-11,68855,0,0,27.7,14.0,73,0.0,19,0,0,0,56999.42857142857,58184.0,0.49999999999999994,0.8660254037844387
2023-01-12,68354,0,0,28.3,14.9,70,0.0,13,0,0,0,58105.0,68855.0,0.49999999999999994,0.8660254037844387
2023-01-13,59090,0,0,28.6,15.1,73,0.0,14,0,0,0,61044.0,68354.0,0.49999999999999994,0.8660254037844387
2023-01-14,73394,1,0,28.6,15.0,70,0.0,12,0,1,0,62930.142857142855,59090.0,0.49999999999999994,0.8660254037844387
2023-01-15,76307,1,0,28.2,14.4,71,0.0,13,0,1,0,64435.57142857143,73394.0,0.49999999999999994,0.8660254037844387
2023-01-16,69804,0,0,28.3,15.9,76,0.0,15,0,1,0,65741.0,76307.0,0.49999999999999994,0.8660254037844387
2023-01-17,74236,0,0,28.6,15.9,76,0.0,12,0,0,0,67712.57142857143,69804.0,0.49999999999999994,0.8660254037844387
2023-01-18,76229,0,0,28.3,16.9,72,0.0,10,0,0,0,70005.71428571429,74236.0,0.49999999999999994,0.8660254037844387
2023-01-19,67511,0,0,28.6,16.5,72,0.0,13,0,0,0,71059.14285714286,76229.0,0.49999999999999994,0.8660254037844387
2023-01-20,72834,0,0,28.0,17.9,77,0.0,14,0,0,0,70938.71428571429,67511.0,0.49999999999999994,0.8660254037844387
2023-01-21,78158,1,0,29.0,19.6,76,0.5,13,0,0,0,72902.14285714286,72834.0,0.49999999999999994,0.8660254037844387
2023-01-22,72998,1,0,28.5,18.1,73,0.0,14,0,0,0,73582.71428571429,78158.0,0.49999999999999994,0.8660254037844387
2023-01-23,70413,0,0,28.2,19.3,78,0.5,14,0,0,0,73110.0,72998.0,0.49999999999999994,0.8660254037844387
2023-01-24,69221,0,0,29.5,19.6,74,0.0,15,0,0,0,73197.0,70413.0,0.49999999999999994,0.8660254037844387
2023-01-25,67493,0,0,29.2,17.8,73,0.0,13,0,0,0,72480.57142857143,69221.0,0.49999999999999994,0.8660254037844387
2023-01-26,58379,0,0,29.3,19.3,72,0.0,16,1,0,0,71232.57142857143,67493.0,0.49999999999999994,0.8660254037844387
2023-01-27,59695,0,0,29.2,17.5,74,0.0,15,0,0,0,69928.0,58379.0,0.49999999999999994,0.8660254037844387
2023-01-28,80094,1,0,29.3,16.0,70,0.0,14,0,1,0,68051.0,59695.0,0.49999999999999994,0.8660254037844387
2023-01-29,78639,1,0,29.2,17.8,74,0.0,12,0,0,0,68327.57142857143,80094.0,0.49999999999999994,0.8660254037844387
2023-01-30,74242,0,0,28.4,20.6,81,1.6,15,0,0,0,69133.42857142857,78639.0,0.49999999999999994,0.8660254037844387
2023-01-31,60939,0,0,30.0,20.6,77,0.3,13,0,0,0,69680.42857142857,74242.0,0.49999999999999994,0.8660254037844387
2023-02-01,61368,0,0,30.0,19.8,71,0.0,12,0,0,0,68497.28571428571,60939.0,0.8660254037844386,0.5000000000000001
2023-02-02,60609,0,0,30.4,21.4,71,0.0,14,0,0,0,67622.28571428571,61368.0,0.8660254037844386,0.5000000000000001
2023-02-03,57147,0,0,30.0,21.1,75,0.1,13,0,0,0,67940.85714285714,60609.0,0.8660254037844386,0.5000000000000001
2023-02-04,72226,1,0,30.6,19.7,73,0.0,15,0,0,0,67576.85714285714,57147.0,0.8660254037844386,0.5000000000000001
2023-02-05,78340,1,0,30.2,17.7,68,0.0,14,0,0,0,66452.85714285714,72226.0,0.8660254037844386,0.5000000000000001
2023-02-06,71496,0,0,30.8,17.7,65,0.0,15,0,0,0,66410.14285714286,78340.0,0.8660254037844386,0.5000000000000001
2023-02-07,65297,0,0,32.6,18.8,65,0.0,16,0,0,0,66017.85714285714,71496.0,0.8660254037844386,0.5000000000000001
2023-02-08,63315,0,0,31.8,20.3,67,0.0,17,0,0,0,66640.42857142857,65297.0,0.8660254037844386,0.5000000000000001
2023-02-09,59090,0,0,31.9,18.4,63,0.0,15,0,0,0,66918.57142857143,63315.0,0.8660254037844386,0.5000000000000001
2023-02-10,57702,0,0,32.5,17.7,58,0.0,15,0,0,0,66701.57142857143,59090.0,0.8660254037844386,0.5000000000000001
2023-02-11,75728,1,0,32.2,17.1,58,0.0,15,0,0,0,66780.85714285714,57702.0,0.8660254037844386,0.5000000000000001
2023-02-12,80969,1,0,32.9,17.4,57,0.0,14,0,0,0,67281.14285714286,75728.0,0.8660254037844386,0.5000000000000001
2023-02-13,71434,0,0,32.6,17.8,49,0.0,18,0,0,0,67656.71428571429,80969.0,0.8660254037844386,0.5000000000000001
2023-02-14,70789,0,0,32.0,17.4,59,0.0,16,0,0,0,67647.85714285714,71434.0,0.8660254037844386,0.5000000000000001
2023-02-15,66033,0,0,32.5,18.4,64,0.0,11,0,0,0,68432.42857142857,70789.0,0.8660254037844386,0.5000000000000001
2023-02-16,54469,0,0,31.7,17.3,56,0.0,15,0,0,0,68820.71428571429,66033.0,0.8660254037844386,0.5000000000000001
2023-02-17,65633,0,0,32.7,17.9,63,0.0,12,0,0,0,68160.57142857143,54469.0,0.8660254037844386,0.5000000000000001
2023-02-18,71350,1,0,32.3,17.7,65,0.0,14,0,1,0,69293.57142857143,65633.0,0.8660254037844386,0.5000000000000001
2023-02-19,79555,1,0,32.1,19.5,66,0.0,13,0,0,0,68668.14285714286,71350.0,0.8660254037844386,0.5000000000000001
2023-02-20,61374,0,0,32.8,18.7,59,0.0,18,0,0,0,68466.14285714286,79555.0,0.8660254037844386,0.5000000000000001
2023-02-21,53755,0,0,33.6,18.0,48,0.0,17,0,0,0,67029.0,61374.0,0.8660254037844386,0.5000000000000001
2023-02-22,62101,0,0,33.5,18.5,48,0.0,33,0,0,0,64595.57142857143,53755.0,0.8660254037844386,0.5000000000000001
2023-02-23,57737,0,0,33.6,18.4,51,0.0,21,0,0,0,64033.857142857145,62101.0,0.8660254037844386,0.5000000000000001
2023-02-24,61265,0,0,33.7,18.5,58,0.0,40,0,0,0,64500.71428571428,57737.0,0.8660254037844386,0.5000000000000001
2023-02-25,76736,1,0,34.5,17.1,52,0.0,21,0,0,0,63876.71428571428,61265.0,0.8660254037844386,0.5000000000000001
2023-02-26,81170,1,0,33.1,17.1,48,0.0,17,0,0,0,64646.142857142855,76736.0,0.8660254037844386,0.5000000000000001
2023-02-27,71387,0,0,33.5,17.7,51,0.0,16,0,0,0,64876.857142857145,81170.0,0.8660254037844386,0.5000000000000001
2023-02-28,59392,0,0,33.0,17.9,65,0.0,14,0,0,0,66307.28571428571,71387.0,0.8660254037844386,0.5000000000000001
2023-03-01,60931,0,0,33.6,21.5,67,0.0,13,0,0,0,67112.57142857143,59392.0,1.0,6.123233995736766e-17
2023-03-02,60682,0,0,33.4,19.6,53,0.0,12,0,0,0,66945.42857142857,60931.0,1.0,6.123233995736766e-17
2023-03-03,58137,0,0,33.8,18.2,41,0.0,13,0,0,0,67366.14285714286,60682.0,1.0,6.123233995736766e-17
2023-03-04,77522,1,0,34.2,18.9,43,0.0,14,0,0,0,66919.28571428571,58137.0,1.0,6.123233995736766e-17
2023-03-05,74994,1,0,34.3,20.9,47,0.0,14,0,0,0,67031.57142857143,77522.0,1.0,6.123233995736766e-17
2023-03-06,65613,0,0,34.7,19.5,43,0.0,12,0,0,0,66149.28571428571,74994.0,1.0,6.123233995736766e-17
2023-03-07,59751,0,0,34.4,17.7,54,0.0,13,0,0,0,65324.42857142857,65613.0,1.0,6.123233995736766e-17
2023-03-08,61921,0,0,33.9,19.8,61,0.0,12,1,0,0,65375.71428571428,59751.0,1.0,6.123233995736766e-17
2023-03-09,58494,0,0,33.3,19.6,61,0.0,12,0,0,0,65517.142857142855,61921.0,1.0,6.123233995736766e-17
2023-03-10,63443,0,0,32.9,20.6,60,0.0,13,0,0,0,65204.57142857143,58494.0,1.0,6.123233995736766e-17
2023-03-11,79561,1,0,33.6,19.0,65,0.0,14,0,0,0,65962.57142857143,63443.0,1.0,6.123233995736766e-17
2023-03-12,81458,1,0,33.8,20.5,66,0.0,11,0,0,0,66253.85714285714,79561.0,1.0,6.123233995736766e-17
2023-03-13,68365,0,0,35.2,20.5,58,0.0,12,0,0,0,67177.28571428571,81458.0,1.0,6.123233995736766e-17
2023-03-14,63285,0,0,36.5,20.8,47,0.0,13,0,0,0,67570.42857142857,68365.0,1.0,6.123233995736766e-17
2023-03-15,63535,0,0,34.9,22.8,67,1.4,12,0,0,0,68075.28571428571,63285.0,1.0,6.123233995736766e-17
2023-03-16,59776,0,0,34.8,24.4,67,0.6,13,0,0,0,68305.85714285714,63535.0,1.0,6.123233995736766e-17
2023-03-17,62938,0,0,32.4,23.8,76,8.0,13,0,0,0,68489.0,59776.0,1.0,6.123233995736766e-17
2023-03-18,75452,1,0,30.6,22.8,83,17.2,13,0,0,0,68416.85714285714,62938.0,1.0,6.123233995736766e-17
2023-03-19,81700,1,0,29.7,22.6,80,1.3,14,0,0,0,67829.85714285714,75452.0,1.0,6.123233995736766e-17
2023-03-20,62824,0,0,32.4,21.5,75,0.1,19,0,0,0,67864.42857142857,81700.0,1.0,6.123233995736766e-17
2023-03-21,57559,0,0,33.0,22.7,75,0.0,18,0,0,0,67072.85714285714,62824.0,1.0,6.123233995736766e-17
2023-03-22,53146,0,0,33.4,23.7,73,0.3,16,0,1,0,66254.85714285714,57559.0,1.0,6.123233995736766e-17
2023-03-23,58955,0,0,34.5,24.3,77,1.6,20,0,0,0,64770.71428571428,53146.0,1.0,6.123233995736766e-17
2023-03-24,63507,0,0,34.8,24.9,73,1.7,24,0,0,0,64653.42857142857,58955.0,1.0,6.123233995736766e-17
2023-03-25,77856,1,0,34.4,24.5,70,0.4,22,0,0,0,64734.71428571428,63507.0,1.0,6.123233995736766e-17
2023-03-26,79415,1,0,34.4,24.1,71,1.6,20,0,0,0,65078.142857142855,77856.0,1.0,6.123233995736766e-17
2023-03-27,67886,0,0,36.0,24.0,67,0.0,49,0,0,0,64751.71428571428,79415.0,1.0,6.123233995736766e-17
2023-03-28,70605,0,0,35.2,24.6,72,0.3,25,0,0,0,65474.857142857145,67886.0,1.0,6.123233995736766e-17
2023-03-29,64754,0,0,35.5,24.9,66,0.0,17,0,0,0,67338.57142857143,70605.0,1.0,6.123233995736766e-17
2023-03-30,60699,0,0,36.1,23.5,64,0.0,15,1,1,0,68996.85714285714,64754.0,1.0,6.123233995736766e-17
2023-03-31,61425,0,0,37.6,25.4,58,0.0,14,0,0,0,69246.0,60699.0,1.0,6.123233995736766e-17
2023-04-01,75510,1,0,36.0,25.3,70,11.9,14,0,0,0,68948.57142857143,61425.0,0.8660254037844387,-0.49999999999999983
2023-04-02,82398,1,0,37.2,24.5,66,0.5,15,0,0,0,68613.42857142857,75510.0,0.8660254037844387,-0.49999999999999983
2023-04-03,70086,0,0,36.0,24.1,65,0.7,13,0,0,0,69039.57142857143,82398.0,0.8660254037844387,-0.49999999999999983
2023-04-04,70497,0,0,36.0,24.6,62,0.2,14,1,0,0,69353.85714285714,70086.0,0.8660254037844387,-0.49999999999999983
2023-04-05,73208,0,0,37.5,24.7,61,0.0,12,0,0,0,69338.42857142857,70497.0,0.8660254037844387,-0.49999999999999983
2023-04-06,60101,0,0,37.2,25.0,63,0.0,14,0,0,0,70546.14285714286,73208.0,0.8660254037844387,-0.49999999999999983
2023-04-07,71782,0,0,36.2,25.2,63,0.0,16,1,0,0,70460.71428571429,60101.0,0.8660254037844387,-0.49999999999999983
2023-04-08,85450,1,0,36.2,22.9,62,0.0,15,0,0,0,71940.28571428571,71782.0,0.8660254037844387,-0.49999999999999983
2023-04-09,86129,1,0,36.1,23.8,60,0.0,15,0,0,0,73360.28571428571,85450.0,0.8660254037844387,-0.49999999999999983
2023-04-10,69781,0,0,37.2,23.8,58,0.0,13,0,0,0,73893.28571428571,86129.0,0.8660254037844387,-0.49999999999999983
2023-04-11,65314,0,0,37.8,22.7,53,0.0,12,0,0,0,73849.71428571429,69781.0,0.8660254037844387,-0.49999999999999983
2023-04-12,63244,0,0,38.4,21.0,38,0.0,11,0,0,0,73109.28571428571,65314.0,0.8660254037844387,-0.49999999999999983
2023-04-13,67687,0,0,39.6,22.4,38,0.0,12,0,0,0,71685.85714285714,63244.0,0.8660254037844387,-0.49999999999999983
2023-04-14,66310,0,0,40.2,22.7,37,0.0,12,1,1,0,72769.57142857143,67687.0,0.8660254037844387,-0.49999999999999983
2023-04-15,81305,1,0,39.4,23.4,39,0.0,12,0,0,0,71987.85714285714,66310.0,0.8660254037844387,-0.49999999999999983
2023-04-16,76201,1,0,39.8,23.4,43,0.0,13,0,0,0,71395.71428571429,81305.0,0.8660254037844387,-0.49999999999999983
2023-04-17,67828,0,0,39.3,22.7,40,0.0,14,0,0,0,69977.42857142857,76201.0,0.8660254037844387,-0.49999999999999983
2023-04-18,66476,0,0,40.1,23.2,43,0.0,13,0,0,0,69698.42857142857,67828.0,0.8660254037844387,-0.49999999999999983
2023-04-19,61050,0,0,39.9,23.6,43,0.0,13,0,0,0,69864.42857142857,66476.0,0.8660254037844387,-0.49999999999999983
2023-04-20,56680,0,0,40.6,24.9,45,0.0,17,0,0,0,69551.0,61050.0,0.8660254037844387,-0.49999999999999983
2023-04-21,57354,0,0,40.0,26.8,55,0.0,17,0,0,0,67978.57142857143,56680.0,0.8660254037844387,-0.49999999999999983
2023-04-22,72631,1,0,36.3,26.8,67,13.3,14,1,0,0,66699.14285714286,57354.0,0.8660254037844387,-0.49999999999999983
